BCFtools,DeepVariant,FreeBayes,GATK
212086860,212076953,212175122,212075497
212087072,212078482,212175192,212076953
212088838,212078809,212175402,212078482
212091764,212080986,212175432,212078809
212092036,212080987,212175555,212080986
212092419,212081036,212176162,212080987
212092581,212081424,212176251,212081036
212092782,212082303,212176693,212081424
212093003,212083137,212177764,212082303
212093732,212083562,212179530,212083137
212093916,212083690,212180321,212083562
212093940,212084765,212180515,212083690
212094439,212086860,212181454,212084765
212094576,212087072,212181891,212086860
212094605,212088838,212182812,212087072
212094890,212091764,212183091,212088838
212094991,212092036,212184058,212091764
212095042,212092419,212184710,212092036
212095059,212092581,212186056,212092419
212095202,212092782,212186959,212092581
212095799,212093003,212187452,212092782
212095803,212093732,212188514,212093003
212095854,212093916,212191579,212093732
212095945,212093940,212191654,212093916
212096492,212094439,212191660,212093940
212097267,212094576,212192774,212094439
212103618,212094605,212193857,212094576
212110732,212094890,212196009,212094605
212118721,212094991,212199779,212094890
212133416,212095042,212199821,212094991
212142082,212095059,212200569,212095042
212163334,212095202,212200900,212095059
212163404,212095799,212202506,212095202
212163940,212095803,212203995,212095799
212164044,212095854,212204009,212095803
212164242,212096492,212205726,212095854
212164508,212097267,212206083,212096492
212165412,212103618,212206438,212097267
212165445,212110732,212207416,212103618
212166821,212118721,212207680,212110732
212167183,212133416,212207901,212118721
212167525,212142082,212208703,212133416
212171465,212163334,212208874,212142082
212171621,212163404,212208890,212163334
212173533,212163940,212209491,212163404
212175122,212164044,212209549,212163940
212175192,212164242,212210086,212164044
212175402,212164508,212210137,212164242
212175432,212165412,212210705,212164508
212175555,212165445,212211326,212165412
212176162,212166821,212211563,212165445
212176251,212167183,212211614,212166821
212176693,212167525,212211706,212167183
212177764,212171465,212211867,212167525
212179530,212171621,212211915,212171465
212180321,212172616,212212614,212171621
212180515,212173533,212212779,212172616
212181454,212175122,212212815,212173533
212181891,212175192,212212971,212175122
212182812,212175402,212213179,212175192
212183091,212175432,212213504,212175402
212184058,212175555,212213523,212175432
212184710,212176162,212213889,212175555
212186056,212176251,212213943,212176162
212186959,212176693,212214047,212176251
212187452,212177764,212214063,212176693
212188514,212179530,212214158,212177764
212189082,212180321,212214163,212179530
212191635,212180515,212214177,212180321
212191638,212181454,212214267,212180515
212191654,212181891,212214296,212181454
212191660,212182812,212214364,212181891
212191665,212183091,212214424,212182812
212191666,212184058,212214604,212183091
212192774,212184710,212215213,212184058
212193857,212186056,212215785,212184710
212196009,212186959,212216084,212186056
212199779,212187452,212216089,212186959
212199821,212188514,212216718,212187452
212200569,212191570,212217015,212188235
212200900,212191579,212217262,212188237
212202506,212191635,212217302,212188239
212203995,212191638,212217496,212188241
212204009,212191654,212217544,212188243
212205726,212191660,212217647,212188247
212206083,212191665,212217924,212188249
212206438,212191666,212218235,212188251
212207416,212191674,212218379,212188253
212207680,212191676,212218466,212188259
212207901,212191679,212218557,212188261
212208703,212191699,212218601,212188263
212208874,212191701,212218913,212188270
212208890,212192774,212219438,212188514
212209491,212193857,212220368,212189082
212209549,212196009,212220453,212192774
212210086,212199779,212220972,212193857
212210137,212199821,212221271,212196009
212210705,212200569,212221425,212199779
212211326,212200900,212222838,212199821
212211563,212202506,212222925,212200569
212211614,212203995,212223604,212200900
212211706,212204009,212223857,212202506
212211867,212205726,212224121,212203995
212211915,212206083,212224277,212204009
212212561,212206438,212224370,212205726
212212614,212207416,212224566,212206083
212212779,212207680,212224690,212206438
212212815,212207901,212224729,212207416
212212971,212208703,212224838,212207680
212213179,212208874,212225150,212207901
212213504,212208890,212225231,212208703
212213523,212209491,212225284,212208874
212213889,212209549,212225345,212208890
212213943,212210086,212225495,212209491
212214047,212210137,212225549,212209549
212214063,212210705,212225956,212210086
212214158,212211326,212226158,212210137
212214163,212211563,212226491,212210705
212214177,212211614,212226521,212211326
212214267,212211706,212226692,212211563
212214296,212211867,212226873,212211614
212214364,212211915,212226991,212211706
212214424,212212561,212227211,212211867
212214604,212212614,212227303,212211915
212215213,212212779,212227355,212212561
212215785,212212815,212227451,212212614
212216084,212212971,212227517,212212779
212216089,212213179,212227749,212212815
212216269,212213504,212228678,212212971
212216271,212213523,212228955,212213179
212216718,212213889,212229164,212213504
212217015,212213943,212229687,212213523
212217262,212214047,212230293,212213889
212217302,212214063,212230676,212213943
212217496,212214158,212231103,212214047
212217544,212214163,212231514,212214063
212217647,212214177,212231620,212214158
212217924,212214267,212232447,212214163
212218235,212214296,212233183,212214177
212218379,212214364,212233188,212214267
212218466,212214424,212233821,212214296
212218557,212214604,212234407,212214364
212218601,212215213,212235881,212214424
212218913,212215785,212236021,212214604
212219438,212216084,212236240,212215213
212219970,212216089,212236412,212215785
212220368,212216269,212236450,212216084
212220453,212216271,212236573,212216089
212220972,212216718,212237158,212216269
212221271,212217015,212237264,212216271
212221425,212217262,212237901,212216718
212222838,212217302,212238738,212217015
212222925,212217496,212238996,212217262
212223604,212217544,212239429,212217302
212223857,212217647,212239502,212217496
212224121,212217924,212239899,212217544
212224277,212218235,212240422,212217647
212224370,212218379,212240627,212217924
212224566,212218466,212240676,212218235
212224613,212218557,212241350,212218379
212224614,212218601,212241676,212218466
212224690,212218913,212242123,212218557
212224729,212219438,212242556,212218601
212224838,212219970,212242894,212218913
212225150,212220368,212243496,212219438
212225231,212220453,212245699,212219970
212225284,212220972,212246473,212220368
212225345,212221271,212246788,212220453
212225495,212221425,212247868,212220972
212225549,212222838,212249074,212221271
212225956,212222925,212252904,212221425
212226158,212223430,212256497,212222838
212226491,212223604,212257326,212222925
212226521,212223857,212257334,212223430
212226692,212224121,212257993,212223604
212226873,212224277,212258698,212223857
212226991,212224370,212259573,212224121
212227211,212224566,212260561,212224277
212227303,212224613,212264486,212224370
212227355,212224614,212265815,212224566
212227451,212224690,212265846,212224613
212227517,212224729,212266536,212224614
212227749,212224838,212267533,212224690
212228678,212225150,212268097,212224729
212228955,212225231,212271937,212224838
212229164,212225284,212275811,212225150
212229687,212225345,212279822,212225231
212230293,212225495,212282102,212225284
212230676,212225549,212283279,212225345
212231103,212225956,212284703,212225495
212231514,212226158,212285007,212225549
212231620,212226491,212285024,212225956
212232447,212226521,212285190,212226158
212233183,212226692,212285687,212226491
212233188,212226873,212286505,212226521
212233821,212226991,212286747,212226692
212234407,212227211,212286760,212226873
212234737,212227303,212288555,212226991
212235881,212227355,212290635,212227211
212236021,212227451,212290809,212227303
212236240,212227517,212291365,212227355
212236412,212227749,212292072,212227451
212236450,212228678,212293859,212227517
212236573,212228955,212295002,212227749
212237158,212229164,212295028,212228678
212237264,212229687,212295486,212228955
212237901,212230293,212295804,212229164
212238738,212230676,212295842,212229687
212238996,212231103,212296049,212230293
212239429,212231514,212296094,212230676
212239502,212231620,212296253,212231103
212239899,212232447,212296438,212231514
212240422,212233183,212297575,212231620
212240627,212233188,212297623,212232447
212240676,212233821,212297666,212233183
212241350,212234407,212298150,212233188
212241676,212235881,212298372,212233821
212242123,212236021,212298461,212234407
212242556,212236240,212298622,212235881
212242894,212236412,212298752,212236021
212243496,212236450,212298896,212236240
212245699,212236573,212298937,212236412
212246473,212237158,212299258,212236450
212246788,212237264,212299418,212236573
212247868,212237901,212299468,212237158
212249074,212238738,212299741,212237264
212252904,212238996,212299836,212237901
212255997,212239429,212299865,212238738
212255999,212239502,212300112,212238996
212256001,212239899,212300182,212239429
212256497,212240422,212300411,212239502
212257326,212240627,212300423,212239899
212257334,212240676,212300481,212240422
212257993,212241350,212300502,212240627
212258698,212241676,212300522,212240676
212259573,212242123,212300630,212241350
212260561,212242556,212300683,212241676
212264486,212242894,212301105,212242123
212265815,212243496,212301324,212242556
212265846,212245699,212301517,212242894
212266536,212246473,212301627,212243496
212267533,212246788,212302549,212245699
212268097,212247868,212304043,212246473
212271937,212249074,212304465,212246788
212275811,212252904,212304789,212247868
212279822,212255997,212305035,212249074
212282102,212255999,212305961,212252904
212283279,212256001,212306570,212256497
212284703,212256497,212308138,212257326
212285007,212257326,212310033,212257334
212285024,212257334,212310042,212257993
212285190,212257993,212310271,212258698
212285687,212258698,212311909,212259573
212286505,212259573,212312257,212260561
212286747,212260561,212312903,212264486
212286760,212264486,212313092,212265815
212288555,212265815,212313114,212265846
212290635,212265846,212313337,212266536
212290809,212266536,212313440,212267533
212291365,212267533,212314438,212268097
212292072,212268097,212315143,212271937
212295002,212271937,212315353,212275811
212295028,212275811,212315496,212279822
212295486,212279822,212317737,212282102
212295804,212282102,212317861,212283279
212295842,212283279,212318971,212284703
212296049,212284703,212319040,212285007
212296094,212285007,212319149,212285024
212296253,212285024,212319166,212285190
212296438,212285190,212319630,212285687
212297575,212285687,212320043,212286505
212297623,212286505,212320097,212286747
212297666,212286747,212320329,212286760
212298150,212286760,212320483,212288555
212298372,212288555,212320508,212290635
212298461,212290635,212320600,212290809
212298622,212290809,212320920,212291365
212298752,212291365,212322478,212292072
212298896,212292072,212322654,212293859
212298937,212293859,212323745,212295002
212299258,212295002,212324008,212295028
212299418,212295028,212324034,212295486
212299468,212295486,212324052,212295804
212299741,212295804,212324070,212295842
212299836,212295842,212324457,212296049
212299865,212296049,212324485,212296094
212300112,212296094,212324573,212296253
212300182,212296253,212324642,212296438
212300411,212296438,212325005,212297575
212300423,212297575,212325270,212297623
212300481,212297623,212325769,212297666
212300502,212297666,212325898,212298150
212300522,212298150,212326665,212298372
212300630,212298372,212326836,212298461
212300683,212298461,212327544,212298622
212301105,212298622,212327936,212298752
212301324,212298752,212328377,212298896
212301517,212298896,212330185,212298937
212301627,212298937,212331321,212299258
212302549,212299258,212336196,212299418
212304043,212299418,212336571,212299468
212304465,212299468,212336918,212299741
212304789,212299741,212338333,212299836
212305035,212299836,212338471,212299865
212305961,212299865,212338937,212300112
212306570,212300112,212339129,212300182
212308138,212300182,212339850,212300411
212310033,212300411,212340090,212300423
212310042,212300423,212340231,212300481
212310271,212300481,212340277,212300502
212311909,212300502,212340323,212300522
212312257,212300522,212340576,212300630
212312903,212300630,212340651,212300683
212313092,212300683,212340746,212301105
212313114,212301105,212341125,212301324
212313337,212301324,212341441,212301517
212313440,212301517,212341578,212301627
212314438,212301627,212341751,212302549
212315143,212302549,212342413,212304043
212315353,212304043,212343070,212304465
212315496,212304465,212343197,212304789
212317737,212304789,212343532,212305035
212317861,212305035,212344601,212305961
212318971,212305961,212344995,212306570
212319040,212306570,212345253,212308138
212319149,212308138,212345505,212310033
212319166,212310033,212346250,212310042
212319630,212310042,212346343,212310271
212320043,212310271,212346625,212311909
212320097,212311909,212346683,212312257
212320232,212312257,212346893,212312903
212320329,212312903,212347030,212313092
212320483,212313092,212347110,212313114
212320508,212313114,212347406,212313337
212320600,212313337,212349400,212313440
212320920,212313440,212349450,212314438
212322478,212314438,212349465,212315143
212322654,212315143,212349579,212315353
212323745,212315353,212351212,212315496
212324008,212315496,212352496,212317737
212324034,212317737,212352548,212317861
212324052,212317861,212352592,212318971
212324070,212318971,212352973,212319040
212324457,212319040,212353364,212319149
212324485,212319149,212353672,212319166
212324573,212319166,212354557,212319630
212324642,212319630,212354856,212320043
212325005,212320043,212354917,212320097
212325019,212320097,212355974,212320232
212325270,212320329,212356174,212320329
212325769,212320483,212357673,212320483
212325898,212320508,212358660,212320508
212326665,212320600,212359247,212320600
212326836,212320920,212359259,212320920
212327544,212322478,212360572,212322478
212327936,212322654,212360701,212322654
212328377,212323745,212360980,212323745
212330185,212324008,212361820,212324008
212331321,212324034,212362986,212324034
212336196,212324052,212365917,212324052
212336571,212324070,212366155,212324070
212336918,212324457,212368907,212324457
212338333,212324485,212368990,212324485
212338471,212324573,212369015,212324573
212338937,212324642,212369782,212324642
212339129,212325005,212371756,212325005
212339850,212325020,212372476,212325020
212340090,212325270,212372514,212325270
212340231,212325769,212373764,212325769
212340277,212325898,212373788,212325898
212340323,212326665,212376522,212326665
212340576,212326836,212376670,212326836
212340651,212327544,212377650,212327544
212340746,212327936,212377960,212327936
212341125,212328377,212379400,212328377
212341441,212330185,212379607,212330185
212341578,212331321,212379614,212331321
212341751,212336196,212379942,212336196
212342413,212336571,212380285,212336571
212343070,212336918,212383406,212336918
212343197,212338333,212384098,212338333
212343532,212338471,212384922,212338471
212344601,212338937,212385337,212338937
212344995,212339129,212386480,212339129
212345253,212339850,212388514,212339850
212345505,212340090,212388682,212340090
212346250,212340231,212388837,212340231
212346343,212340277,212389206,212340277
212346625,212340323,212389316,212340323
212346683,212340576,212390693,212340576
212346893,212340651,212390953,212340651
212347030,212340746,212394502,212340746
212347110,212341125,212395346,212341125
212347406,212341441,212395715,212341441
212349400,212341578,212395761,212341578
212349450,212341751,212395896,212341751
212349465,212342413,212396555,212342413
212349579,212343070,212397084,212343070
212351212,212343197,212397391,212343197
212352496,212343532,212397520,212343532
212352548,212344601,212397626,212344601
212352592,212344995,212398875,212344995
212352973,212345253,212399168,212345253
212353364,212345505,212399421,212345505
212353672,212346250,212399523,212346250
212354557,212346343,212399630,212346343
212354856,212346625,212399670,212346625
212354917,212346683,212399973,212346683
212355974,212346893,212400149,212346893
212356174,212347030,212400272,212347030
212357673,212347110,212404913,212347110
212358660,212347406,212404920,212347406
212359247,212349400,212404936,212349400
212359259,212349450,212405703,212349450
212360572,212349465,212405717,212349465
212360701,212349579,212406735,212349579
212360980,212351212,212408958,212351212
212361820,212352496,212409167,212352496
212362986,212352548,212409554,212352548
212365917,212352592,212410234,212352592
212366155,212352973,212411267,212352973
212368907,212353364,212411338,212353364
212368990,212353672,212412412,212353672
212369015,212354557,212412925,212354557
212369782,212354856,212418788,212354856
212371756,212354917,212419687,212354917
212372476,212355974,212421981,212355974
212372514,212356174,212423254,212356174
212373764,212357673,212426475,212357673
212373788,212358660,212427325,212358660
212376522,212359247,212428139,212359247
212376670,212359259,212429833,212359259
212377650,212360572,212432003,212360572
212377960,212360701,212432529,212360701
212379400,212360980,212433298,212360980
212379607,212361820,212433669,212361820
212379614,212362986,212450170,212362986
212379942,212365917,212450175,212365917
212380285,212366155,212461338,212366155
212383406,212368907,212474005,212368907
212384098,212368990,212495988,212368990
212384922,212369015,212502170,212369015
212385337,212369782,212516010,212369782
212386480,212371756,212523330,212371756
212387465,212372476,212535413,212372476
212388514,212372514,214725686,212372514
212388682,212373764,214725858,212373764
212388837,212373788,214725885,212373788
212389206,212376522,214727566,212376522
212389316,212376670,214730716,212376670
212390693,212377650,214731041,212377650
212390953,212377960,214732447,212377960
212393691,212379400,214732646,212379400
212393694,212379607,214733358,212379607
212394502,212379614,214733465,212379614
212395346,212379942,214733781,212379942
212395715,212383406,214735212,212380285
212395761,212384098,214735356,212383406
212395896,212384922,214735533,212384098
212396555,212385337,214736043,212384922
212397084,212386480,214736905,212385337
212397391,212388514,214738176,212386480
212397520,212388682,214738225,212388514
212397626,212388837,214738614,212388682
212398875,212389206,214739528,212388837
212399168,212389316,214740597,212389206
212399421,212390693,214740992,212389316
212399523,212390953,214742002,212390693
212399630,212393691,214742875,212390953
212399670,212393694,214743132,212393691
212399973,212394502,214743172,212393694
212400149,212395346,214743254,212394502
212400272,212395715,214743657,212395346
212404913,212395761,214743768,212395715
212404920,212395896,214743956,212395761
212404936,212396555,214744921,212395896
212405703,212397084,214745589,212396555
212405717,212397391,214746016,212397084
212406735,212397520,214746764,212397391
212408958,212397626,214747151,212397520
212409167,212398875,214747321,212397626
212409554,212399168,214747326,212398875
212410234,212399421,214747381,212399168
212411267,212399523,214747416,212399421
212411338,212399630,214748415,212399523
212412412,212399670,214748718,212399630
212412925,212399973,214749504,212399670
212418788,212400149,214750657,212399973
212419687,212400272,214751081,212400149
212421981,212404913,214751129,212400272
212423254,212404920,214751131,212404913
212426475,212404936,214751146,212404920
212427325,212405703,214751984,212404936
212428139,212405717,214753639,212405703
212429833,212406735,214753863,212405717
212431321,212408958,214754071,212406735
212432003,212409167,214754934,212408958
212432529,212409554,214755197,212409167
212433298,212410234,214755294,212409554
212433669,212411267,214755801,212410234
212450170,212411338,214756033,212411267
212450175,212412412,214756867,212411338
212461338,212412925,214758439,212412412
212474005,212418788,214760493,212412925
212495988,212419687,214761025,212418788
212502170,212421981,214761129,212419687
212516010,212423254,214762624,212421981
212523330,212426475,214764036,212423254
212535413,212427325,214764598,212426475
214725686,212428139,214765648,212427325
214725858,212429833,214765950,212428139
214725885,212432003,214767532,212429833
214727566,212432529,214768739,212431321
214730716,212433298,214768900,212432003
214731041,212433669,214769687,212432529
214731148,212450170,214769770,212433298
214732447,212450175,214771192,212433669
214732646,212461338,214772127,212450170
214733358,212474005,214772345,212450175
214733465,212495988,214772403,212461338
214733781,212502170,214772421,212474005
214735212,212516010,214772579,212495988
214735356,212523330,214772871,212502170
214735533,212535413,214773032,212516010
214736043,214725686,214775510,212523330
214736905,214725858,214776187,212535413
214738176,214725885,214776388,214725686
214738225,214727566,214777512,214725858
214738614,214730716,214778216,214725885
214739528,214731041,214780306,214727566
214740597,214731148,214780322,214730716
214740992,214732447,214780411,214731041
214742002,214732646,214782004,214731148
214742734,214733358,214782662,214732447
214742736,214733465,214783270,214732646
214742875,214733781,214787072,214733358
214743132,214735212,214787699,214733465
214743172,214735356,214789163,214733781
214743254,214735533,214791195,214735212
214743657,214736043,214791444,214735356
214743768,214736905,214791536,214735533
214743956,214738176,214792761,214736043
214744921,214738225,214792836,214736905
214745589,214738614,214792971,214738176
214746016,214739528,214793530,214738225
214746764,214740597,214794123,214738614
214747151,214740992,214794171,214739528
214747321,214742002,214794884,214740597
214747326,214742734,214796680,214740992
214747381,214742736,214797363,214742002
214747416,214742875,214801878,214742734
214748415,214743132,214802180,214742736
214748718,214743172,214805022,214742875
214749504,214743254,214806593,214743132
214750657,214743657,214806648,214743172
214751984,214743768,214807822,214743254
214753639,214743956,214808069,214743657
214753863,214744921,214808103,214743768
214754071,214745589,214808109,214743956
214754934,214746016,214808480,214744921
214755197,214746764,214808716,214745589
214755294,214747151,214808940,214746016
214755801,214747321,214809015,214746764
214756033,214747326,214809213,214747151
214756867,214747381,214809366,214747321
214758439,214747416,214809599,214747326
214760493,214748415,214809617,214747381
214761025,214748718,214809647,214747416
214761129,214749504,179174419,214748415
214762624,214750657,179180968,214748718
214764036,214751081,179187821,214749504
214764598,214751148,179192974,214750657
214765648,214751984,179198731,214751081
214765950,214753639,179207079,214751093
214767532,214753863,132557287,214751115
214768739,214754071,132557637,214751134
214768900,214754934,132570042,214751151
214769508,214755197,132574946,214751984
214769512,214755294,132578936,214753639
214769687,214755801,132604170,214753863
214769770,214756033,132616713,214754071
214771192,214756867,132621215,214754934
214772127,214758439,132631790,214755197
214772345,214760493,132633274,214755294
214772403,214761025,132633281,214755801
214772421,214761129,132633425,214756033
214772579,214762624,132637262,214756867
214772871,214764036,132638985,214758439
214773032,214764598,151654338,214760493
214775510,214765648,151654430,214761025
214776187,214765950,151654638,214761129
214776388,214767532,151656133,214762624
214777512,214768739,151656338,214764036
214778216,214768900,151657304,214764598
214780306,214769508,151657829,214765648
214780322,214769512,151658022,214765950
214780411,214769687,151659557,214767532
214782004,214769770,151659562,214768739
214782662,214771192,151659595,214768900
214783270,214772127,151660021,214769508
214787072,214772345,151660075,214769512
214787699,214772403,151660709,214769687
214789163,214772421,151661278,214769770
214791195,214772579,151661546,214771192
214791444,214772871,151661744,214772127
214791536,214773032,151662203,214772345
214792761,214775510,151662248,214772403
214792836,214776187,151664415,214772421
214792971,214776388,151664868,214772579
214793530,214777512,151666222,214772871
214794123,214778216,151666671,214773032
214794171,214780306,151667694,214775510
214794884,214780322,151668165,214776187
214796680,214780411,151668474,214776388
214797363,214782004,151669100,214777512
214801878,214782662,151669353,214778216
214802180,214783270,151669379,214780306
214805022,214787072,151669724,214780322
214806593,214787699,151669819,214780411
214806648,214789163,151669826,214782004
214807822,214791195,151670065,214782662
214808069,214791444,151670615,214783270
214808103,214791536,151671849,214787072
214808109,214792761,151672580,214787699
214808480,214792836,151672588,214789163
214808716,214792971,151674413,214791195
214808940,214793530,151674492,214791444
214809015,214794123,151675966,214791536
214809213,214794171,151676075,214792761
214809366,214794884,151676411,214792836
214809599,214796680,151676695,214792971
214809617,214797363,151676950,214793530
214809647,214801878,151676970,214794123
179174419,214802180,151677128,214794171
179180968,214805022,151677588,214794884
179187821,214806593,151677956,214796680
179192974,214806648,151678280,214797363
179198731,214806876,151678372,214801878
179207079,214807822,151678468,214802180
132557287,214808069,151678489,214805022
132557637,214808103,151678893,214806593
132570042,214808109,151680055,214806648
132574946,214808480,151680491,214806876
132578936,214808716,151683076,214807822
132604170,214808940,151684876,214808069
132616713,214809015,151685043,214808103
132619836,214809213,151686452,214808109
132621215,214809366,151686476,214808480
132631790,214809599,151686492,214808716
132633274,214809617,151686501,214808940
132633281,214809647,151686561,214809015
132633425,179174419,151686681,214809213
132637262,179180968,151686754,214809366
132638985,179187821,151705877,214809599
151654338,179192974,151708077,214809617
151654430,179198731,151714575,214809647
151654638,179207079,151714701,179174419
151656133,132557287,151717021,179180968
151656338,132557637,151731176,179187821
151657304,132570042,151741091,179192974
151657829,132574946,151741395,179198731
151658022,132578936,151742538,179207079
151659557,132604170,151746365,132557287
151659562,132616713,151747448,132557637
151659595,132619836,151752183,132570042
151660021,132621215,151753453,132574946
151660075,132631790,151754291,132578936
151660709,132633274,151756388,132604170
151661278,132633281,151759530,132616713
151661546,132633425,151759600,132619836
151661744,132637262,151759874,132621215
151662203,132638985,151761234,132631790
151662248,151654338,151761511,132633274
151664415,151654430,151761838,132633281
151664868,151654638,151763458,132633425
151666222,151656133,151763572,132637262
151666671,151656338,151763838,132638985
151667694,151657304,151764140,151654338
151668165,151657829,151764382,151654430
151668474,151658022,151767020,151654638
151669100,151659557,151768633,151656133
151669353,151659562,151768889,151656338
151669379,151659595,151768910,151657304
151669724,151660021,151769189,151657829
151669819,151660075,151769400,151658022
151669826,151660709,151769998,151659557
151670065,151661278,151770293,151659562
151670615,151661546,151770630,151659595
151671218,151661744,151771614,151660021
151671219,151662203,151773703,151660075
151671849,151662248,151774032,151660709
151672580,151664415,151774197,151661278
151672588,151664868,151774325,151661546
151674413,151666222,151774559,151661744
151674492,151666671,151775620,151662203
151675750,151667694,151776562,151662248
151675966,151668165,151777916,151664415
151676075,151668474,151778299,151664868
151676411,151669100,151778458,151666222
151676695,151669353,151779274,151666671
151676950,151669379,151779871,151667694
151676970,151669724,151781147,151668165
151677128,151669819,151781804,151668474
151677588,151669826,151782657,151669100
151677956,151670065,151784121,151669353
151678280,151670615,151786801,151669379
151678372,151671218,151786933,151669724
151678468,151671219,151787408,151669819
151678489,151671849,151788413,151669826
151678893,151672580,151790575,151670065
151680055,151672588,151793166,151670615
151680491,151674413,151793313,151671218
151683076,151674492,151795520,151671219
151684876,151675966,151796323,151671849
151685043,151676075,151796550,151672580
151686452,151676411,151797984,151672588
151686476,151676695,151799734,151674413
151686492,151676950,151800902,151674492
151686501,151676970,151802760,151675966
151686561,151677128,151804309,151676075
151686681,151677588,151813612,151676411
151686754,151677956,151826072,151676695
151705877,151678280,151827046,151676950
151708077,151678372,151828703,151676970
151714575,151678468,151828713,151677128
151714701,151678489,151834592,151677588
151717021,151678893,151835062,151677956
151731176,151680055,151835593,151678280
151741091,151680491,151835987,151678372
151741395,151683076,151848028,151678468
151742538,151684876,151850075,151678489
151746365,151685043,151850092,151678893
151747448,151686452,151854923,151680055
151752183,151686476,151862885,151680491
151753453,151686492,151866623,151683076
151754291,151686501,151873686,151684876
151756388,151686561,151879228,151685043
151759530,151686681,151880244,151686452
151759600,151686754,151880740,151686476
151759874,151705877,151882253,151686492
151761234,151708077,151899176,151686501
151761511,151714575,151902397,151686561
151761838,151714701,151920015,151686681
151763458,151717021,151938384,151686754
151763572,151731176,151945242,151705877
151763838,151741091,151956802,151708077
151764140,151741395,151987838,151714575
151764382,151742538,151987997,151714701
151767020,151746365,151989478,151717021
151768633,151747448,151990402,151731176
151768889,151752183,151991280,151741091
151768910,151753453,151995183,151741395
151769189,151754291,151995612,151742538
151769400,151756388,151999037,151746365
151769998,151759530,152001750,151747448
151770293,151759600,152003753,151752183
151770630,151759874,152004369,151753453
151771614,151761234,152005062,151754291
151773703,151761511,152005533,151756388
151774032,151761838,152007349,151759530
151774197,151763458,152007481,151759600
151774325,151763572,152008749,151759874
151774559,151763838,152010995,151761234
151775620,151764140,152011969,151761511
151776562,151764382,152014101,151761838
151777123,151767020,152018480,151763458
151777916,151768633,152019153,151763572
151778299,151768889,152019359,151763838
151778458,151768910,152019513,151764140
151779274,151769189,152020452,151764382
151779871,151769400,152021287,151767020
151781147,151769998,152021644,151768633
151781804,151770293,152022628,151768889
151782657,151770630,152022710,151768910
151784121,151771614,152022822,151769189
151786801,151773703,152024027,151769400
151786933,151774032,152024080,151769998
151787408,151774197,152024808,151770293
151788413,151774325,152025875,151770630
151789808,151774559,152025922,151771614
151789809,151775620,152025992,151773703
151790575,151776562,152026192,151774032
151793166,151777123,152026578,151774197
151793313,151777916,152026723,151774325
151795520,151778299,152026987,151774559
151796323,151778458,152027623,151775620
151796550,151779274,152028026,151776562
151797984,151779871,152028315,151777123
151799734,151781147,152028365,151777916
151800902,151781804,152028581,151778299
151802760,151782657,152028598,151778458
151804309,151784121,152028917,151779274
151813612,151786801,152029550,151779871
151826072,151786933,152029666,151781147
151827046,151787408,152029919,151781804
151828703,151788413,152029995,151782657
151828713,151789808,152030372,151784121
151834592,151789809,152030388,151786801
151834828,151790575,152033103,151786933
151834829,151793166,152033172,151787408
151835062,151793313,152033426,151788413
151835593,151795520,152033560,151789808
151835987,151796323,152033628,151789809
151848028,151796550,152034021,151790575
151854923,151797984,152034035,151793166
151862885,151799734,152034647,151793313
151866623,151800902,152034785,151795520
151873686,151802760,152035052,151796323
151879228,151804309,152035085,151796550
151880244,151813612,152035102,151797984
151880740,151826072,152035135,151799734
151882253,151827046,152035484,151800902
151899176,151828703,152035514,151802760
151902397,151828713,152035756,151804309
151920015,151834592,152035912,151813612
151938384,151834828,152036096,151826072
151945242,151834829,152036187,151827046
151956802,151835062,152036346,151828703
151987838,151835593,152036792,151828713
151987997,151835987,152037044,151834592
151989478,151848028,152037192,151834828
151990402,151850075,152037920,151834829
151991280,151850092,152038036,151835062
151995183,151850102,152038196,151835593
151995612,151850103,152038424,151835987
151999037,151850109,152038490,151848028
152001750,151854923,152038526,151850075
152002057,151862885,152038794,151850092
152002061,151866623,152038834,151854923
152003753,151873686,152039020,151862885
152004369,151879228,152039296,151866623
152005062,151880244,152039344,151873686
152005533,151880740,152039372,151879228
152007349,151882253,152039515,151880244
152007481,151899176,152039585,151880740
152008749,151902397,152039715,151882253
152010995,151920015,152039729,151899176
152011969,151938384,152039867,151902397
152014101,151945242,152039936,151920015
152018480,151956802,152039991,151938384
152019153,151987838,152040104,151945242
152019359,151987997,152040145,151956802
152019513,151989478,152040248,151987838
152020452,151990402,152040610,151987997
152021287,151991280,152040642,151989478
152021644,151995183,152041199,151990402
152022628,151995612,152041387,151991280
152022710,151999037,152041426,151995183
152022822,152001750,152041600,151995612
152024027,152002057,152042056,151999037
152024080,152002061,152042109,152001750
152024808,152003753,152042751,152002057
152025875,152004369,152042902,152002061
152025922,152005062,152043028,152003753
152025992,152005533,152043138,152004369
152026192,152007349,152044128,152005062
152026578,152007481,152044210,152005533
152026723,152008749,152044347,152007349
152026987,152010995,152044406,152007481
152027623,152011969,152044735,152008749
152028026,152014101,152044813,152010995
152028315,152018480,152045694,152011969
152028365,152019153,152045983,152014101
152028581,152019359,152046858,152018480
152028598,152019513,152047019,152019153
152028917,152020452,152047552,152019359
152029550,152021287,152047623,152019513
152029666,152021644,152047986,152020452
152029919,152022628,152048149,152021287
152029995,152022710,152049113,152021644
152030372,152022822,152049733,152022628
152030388,152024027,152049801,152022710
152033103,152024080,152050256,152022822
