BCFtools,DeepVariant,FreeBayes,GATK
22576092,20018621,20988059,20354500
22579995,20032550,20988220,20354579
22580176,20032706,20989706,20355445
22580414,20033366,20989713,20355550
22632318,20036651,20989730,20355789
22632469,20037002,20989743,20356077
22632536,20043579,20990303,20356355
22634750,20062412,20990595,20356453
22635263,20084129,20990616,20356492
22642679,20084214,20990631,20356642
22642832,20084376,20991988,20356794
22646786,20091328,20992196,20357502
22647050,20092080,20992430,20357547
22647152,20092165,20993795,20357606
22661255,20095043,20994748,20358000
22668906,20105999,20996172,20358112
22694840,20110207,20996647,20358319
22694853,20110312,20996729,20358436
22697977,20110332,21000681,20358499
22698282,20112131,21002717,20358500
22712955,20112886,21006647,20358573
22713267,20114567,21009017,20358774
22717780,20116712,21009103,20358972
22718079,20122154,21009163,20359088
22720405,20126254,21009455,20359260
22721160,20140031,21011379,20359269
22721355,20141128,21011470,20359313
22735067,20143592,21011785,20359454
22738896,20145449,21011821,20359578
22738903,20157598,21011875,20359622
22738943,20158562,21015387,20359874
22747370,20161065,21016472,20359889
22747509,20161066,21018116,20360052
22747936,20161071,21018178,20360396
22747951,20161218,21022782,20360487
22747981,20171526,21025830,20360867
22747988,20171787,21031696,20361143
22748052,20173248,21042362,20364402
22748098,20173794,21044898,20364476
22755426,20181081,21044958,20364496
22755481,20193259,21053234,20367493
22755491,20196479,21057309,20370332
22755704,20201679,21060241,20385352
22758614,20209213,21065510,20394752
22758643,20211583,21066780,20400808
22758670,20217810,21067136,20405244
22758727,20222840,21067405,20407094
22758732,20262284,21067807,20410704
22758758,20277038,21079022,20410731
22758759,20278831,21116057,20421260
22758791,20279748,21178558,20421266
22758812,20281253,21216007,20422553
22758858,20288861,21216543,20429198
22759070,20306102,21283598,20439627
22759441,20307897,21287595,20441888
22762374,20338272,21292330,20446696
22762414,20341181,21319386,20450063
22772445,20349707,21326687,20483768
22772500,20351407,21342289,20483942
22772508,20354395,21369914,20484149
22786403,20354500,21369941,20489598
22786468,20354579,21370088,20501410
22786484,20355017,21370134,20508359
22788129,20355018,21445753,20534640
22793099,20355097,21445980,20536972
22803214,20355445,21446155,20537258
22855422,20355550,21475011,20537281
22882162,20355789,21475060,20545684
22882316,20355923,21475191,20545689
22882808,20356355,21475218,20547519
22884039,20356794,21478181,20549230
22884289,20356890,21483273,20604338
22889575,20357407,21483988,20604965
22899525,20357448,21484012,20606822
22899592,20357502,21484050,20639041
22899788,20357547,21488366,20639190
22901187,20357606,21488524,20645894
22901301,20358000,21555847,20650189
22901316,20358112,21590921,20651905
22901488,20358319,21628051,20653880
22904848,20358436,21629564,20655309
22904902,20358499,21634235,20670592
22905256,20358500,21634544,20671715
22906379,20358573,21635036,20680521
22906669,20358774,21636783,20690375
22906870,20358972,21644220,20690560
22914108,20359151,21648851,20690602
22915926,20359157,21653239,20694806
22917331,20359269,21667129,20709708
22919380,20359454,21669653,20714371
22919554,20359482,21669861,20727676
22919649,20359504,21671173,20727682
22919684,20359516,21673328,20793005
22921536,20359578,21674445,20820370
22922434,20359622,21674960,20825087
22922692,20359686,21675265,20825088
22922793,20360052,21682223,20859092
22922855,20360487,21682543,20859128
22938237,20360867,21684910,20901258
22943068,20361143,21685373,20916535
22950385,20361383,21686424,20933623
22986085,20361457,21687149,20949530
22986571,20361727,21688029,20950120
22987076,20361765,21688151,20957243
22988700,20364476,21689307,20958141
23009323,20364496,21692029,20966240
23014571,20385352,21694481,20966285
23037185,20389481,21699487,20966376
23063779,20394752,21700991,20969503
23064885,20400808,21701105,20972983
23112694,20405244,21701292,20977661
23140107,20407094,21704297,20979454
23140296,20410704,21704338,20979504
23148813,20410731,21716855,20979511
23157814,20410847,21796693,20980584
23159099,20419421,21833894,20980590
23160800,20421260,21885875,20980846
23160821,20421266,21922934,20983036
23160983,20422553,21923198,20983675
23161018,20423776,21959457,20984066
23161464,20428048,21964108,20985799
23161569,20429198,21967805,20987404
23161632,20430343,21975710,20987411
23161683,20439627,21979265,20987880
23181726,20441888,21987677,20988059
23198422,20446696,21997641,20988220
23285182,20450063,21998205,20990303
23290146,20472977,22055370,20990595
23290478,20483768,22058289,20990616
23292673,20483942,22058295,20990631
23294814,20484149,22060042,20991988
23295013,20489598,22060576,20992196
23311693,20501410,22061134,20992430
23312806,20506644,22070446,20993795
23313032,20508359,22070695,20994748
23315548,20533246,22084548,20996172
23316340,20534640,22099103,20996647
23316582,20536972,22111843,20996729
23350653,20537258,22112189,21000681
23359394,20537281,22114725,21002717
23359576,20545684,22117141,21006647
23359617,20545689,22117592,21009017
23359943,20547519,22117636,21009103
23366287,20549230,22117666,21009163
23370333,20604338,22117706,21009455
23370460,20604965,22117798,21011379
23370471,20606822,22117820,21011454
23375667,20630725,22117961,21011455
23377183,20633758,22130004,21011470
23379623,20639041,22130154,21011785
23380684,20639190,22157688,21011821
23397911,20645894,22159740,21011875
23398334,20650189,22162605,21015387
23399623,20651905,22162633,21016472
23399831,20653880,22162743,21018116
23399918,20655309,22162769,21018178
23400121,20670592,22162812,21022782
23412151,20671715,22170813,21025830
23448170,20680521,22176637,21031696
23449191,20690349,22176674,21042362
23452588,20690375,22178915,21044898
23470636,20690560,22178958,21044958
23471071,20694732,22179031,21053234
23471121,20694806,22179233,21055330
23473196,20727676,22181505,21057309
23473327,20793005,22182414,21060241
23473386,20820370,22182550,21065510
23473544,20859092,22182566,21066780
23473573,20859128,22183755,21067136
23473602,20896002,22185882,21067405
23473958,20896009,22185915,21067752
23474241,20916535,22185929,21067754
23475896,20922701,22186042,21067807
23482996,20933623,22186667,21079022
23487076,20949530,22186888,21116057
23518470,20950120,22196001,21178558
23527204,20957243,22196050,21212939
23531983,20958141,22196484,21216007
23532012,20966240,22198444,21216543
23573153,20966285,22198519,21216837
23573342,20966376,22200206,21225253
23597165,20969011,22200351,21282851
23614355,20969503,22200360,21283507
23634600,20972983,22201876,21283570
23638681,20977661,22201974,21283598
23638781,20979454,22202268,21287595
23640450,20979504,22203783,21292330
23640537,20979511,22203913,21319386
23640540,20980172,22204261,21342289
23652746,20980584,22215058,21342650
23653026,20980590,22215164,21369914
23659094,20980846,22215250,21369941
23659788,20983036,22215368,21370088
23659843,20983675,22229859,21370134
23670437,20984066,22238541,21388309
23675728,20985799,22238563,21388391
23675742,20987880,22239233,21388395
23675826,20988059,22241098,21445753
23675828,20988220,22241818,21445980
23692101,20990303,22244716,21446155
23693783,20990595,22244968,21457510
23696660,20990616,22245396,21475011
23698788,20990631,22248357,21475060
23714152,20991988,22249507,21475191
23714350,20992196,22253573,21475218
23717746,20992430,22253791,21477742
23764261,20993795,22254244,21477752
23764487,20994748,22254337,21478181
23766225,20996172,22255031,21483273
23767363,20996647,22255060,21483988
23779191,20996729,22255106,21484012
23780312,21000681,22255223,21484050
23783378,21002717,22264733,21488366
23792115,21006647,22264741,21488524
23800551,21009017,22265550,21555847
23800790,21009103,22265588,21628051
23800791,21009163,22269443,21629564
23801315,21009455,22281456,21634235
23802093,21011379,22286109,21634313
23803131,21011454,22286117,21634544
23803208,21011455,22286168,21635036
23803488,21011470,22294565,21636783
23803540,21011785,22294740,21643758
23804869,21011821,22303192,21644220
23815962,21011875,22306690,21653239
23816522,21016472,22306785,21669653
23816708,21018116,22306807,21669861
23817057,21018178,22306808,21671173
23817120,21022782,22306816,21673328
23825326,21025830,22306953,21674445
23833396,21031696,22307261,21674960
23833433,21042362,22307297,21675265
23836945,21044898,22308575,21682223
23837315,21053234,22308660,21682543
23838262,21055330,22308851,21684910
23844926,21057309,22309793,21685373
23861971,21060241,22310201,21685574
23869793,21065510,22310274,21686424
23880557,21066780,22310486,21687149
23884055,21067136,22310543,21688029
23891985,21067405,22314404,21688151
23892547,21067752,22319284,21689307
23895276,21067754,22319429,21694481
23906127,21074231,22322614,21695080
23926811,21074234,22323144,21699487
23926897,21079022,22324020,21700991
23926909,21103632,22327363,21701105
23927171,21116057,22327407,21701292
23927243,21122690,22339941,21703711
23927272,21216007,22339960,21704297
23927332,21216185,22340029,21704338
23927437,21216543,22343138,21710999
23927543,21221717,22349626,21711001
23927602,21225253,22352926,21716855
23927846,21287595,22352950,21758513
23927921,21292330,22352960,21796693
23927930,21319386,22353039,21885875
23927942,21326687,22353080,21922934
23928398,21367644,22353094,21923198
23928545,21369914,22353125,21959457
23928546,21369941,22353145,21960091
23928590,21370088,22353179,21964108
23929104,21370134,22353228,21967805
23929110,21370143,22353260,21967898
23929112,21370163,22353273,21975710
23935446,21370367,22353298,21979265
23940905,21442805,22353348,21987677
23940920,21442813,22353365,21994691
23942577,21445753,22353380,21997641
23942582,21445980,22353434,22026506
23942588,21446155,22353466,22055370
23942672,21457510,22353472,22058289
23942836,21475011,22353642,22058295
23942838,21475060,22357913,22060042
23942839,21475191,22357928,22070446
23942840,21475218,22358119,22070695
23949886,21477742,22358394,22075631
23949991,21477752,22358462,22084548
23950043,21478181,22358483,22099103
23950053,21483273,22366931,22106271
23950054,21483988,22367284,22106272
23950064,21484012,22367510,22111843
23952146,21484050,22367607,22111999
23952167,21488366,22370026,22112189
23952168,21488524,22370746,22114725
23952185,21555847,22376135,22117141
23952373,21557957,22376327,22117491
23953240,21590921,22376333,22117592
23953842,21628051,22376419,22117636
23953869,21629564,22376460,22117666
23953965,21634235,22376491,22117706
23953988,21634313,22376500,22117798
23958473,21635036,22376522,22117820
23958496,21636783,22382814,22117886
23958514,21643758,22385262,22117961
23960415,21644220,22398939,22130004
23960814,21648851,22404103,22130154
23971817,21653081,22404156,22157688
23980940,21653239,22404328,22162605
23987188,21669653,22404389,22162633
23987288,21669861,22404503,22162743
23987289,21673328,22404675,22162769
23987295,21674445,22404712,22162812
23987317,21674960,22404762,22166765
23987381,21675265,22404859,22170813
23987389,21682223,22409755,22176637
23987413,21682543,22427814,22178915
23987446,21682934,22432072,22178938
23987452,21684910,22447381,22178942
23987454,21685373,22462036,22178958
23987495,21685574,22466293,22179031
23987589,21686424,22487881,22179233
23987640,21687149,22488632,22181505
23987650,21688029,22488793,22182414
23987713,21688151,22513804,22182550
23987717,21689307,22513887,22182566
23989067,21694481,22514799,22185882
23989072,21695080,22514885,22185915
23989163,21699487,22514894,22185929
23989180,21700991,22515214,22186042
23989181,21701105,22515325,22186667
23989202,21701292,22515418,22186888
23989223,21703711,22515508,22196001
23989247,21703809,22515739,22196050
23989253,21704297,22515823,22196484
23989265,21704338,22521557,22198444
23989284,21710999,22523701,22198519
23989290,21711001,22524402,22200206
23989353,21716855,22525430,22200351
23989374,21735347,22525485,22200360
23989381,21758513,22525601,22200555
23989394,21796693,22525718,22200556
23989410,21808085,22529011,22201876
23998589,21885875,22529543,22201974
23998678,21922934,22531638,22202268
23998744,21923198,22547880,22203681
23998752,21959457,22548070,22203687
23998758,21960091,22548330,22203783
23998763,21964108,22548370,22203913
23998812,21967805,22548752,22204221
23998840,21967898,22548773,22204261
23998969,21975710,22548872,22215058
24002141,21979265,22555731,22215164
24002272,21987677,22556904,22215250
24002274,21994691,22559834,22215368
24002277,21997641,22559846,22223582
24002280,21998205,22559848,22224737
24002423,22026506,22562758,22229859
24003699,22055370,22563404,22238541
24003719,22058289,22563968,22238563
24003829,22058295,22573382,22241098
24003856,22060042,22576092,22244716
24003916,22061134,22579995,22244968
24003950,22061344,22580176,22245396
24003952,22070446,22580414,22248357
24003973,22070695,22632318,22253573
24003977,22075631,22632469,22253791
24004021,22080244,22632536,22254244
24004699,22084548,22634750,22254337
24004706,22106271,22635263,22255031
24005057,22106272,22642679,22255060
24005096,22111843,22642832,22255106
24005240,22111999,22646786,22255223
24005351,22112189,22647050,22264733
24005384,22114725,22647152,22264741
24005389,22117141,22659011,22265550
24005391,22117491,22661255,22265588
24012767,22117636,22663289,22265632
24075568,22117666,22668906,22265636
24182997,22117820,22694840,22281456
24183081,22117961,22694853,22294565
24183251,22130004,22697977,22294740
24184929,22130154,22698282,22295164
24231745,22157688,22712955,22295165
24248136,22159740,22713267,22303192
24248668,22162605,22717780,22306690
24260886,22162633,22718079,22306785
24262705,22162743,22720405,22306808
24263413,22162769,22721160,22306816
24270234,22162812,22721355,22306953
24270235,22166765,22735067,22307261
24270269,22170813,22738896,22307297
24285611,22176637,22738903,22308575
24334619,22178915,22738943,22308660
24365499,22178938,22747370,22308721
24396798,22178942,22747378,22308722
24411375,22178958,22747509,22308851
24412467,22179031,22747936,22309793
24441333,22179233,22747951,22310201
24495324,22181505,22747981,22310274
24502342,22182414,22747988,22310486
24525590,22182550,22748052,22310543
24541002,22182566,22748098,22319284
24542362,22185882,22751714,22319429
24542940,22185915,22755392,22322614
24543321,22185929,22755426,22323144
24548085,22186042,22755481,22324020
24553985,22186667,22755491,22327363
24557603,22186888,22755704,22327407
24568160,22196001,22757324,22339941
24594381,22196050,22758566,22339960
24594679,22196484,22758614,22340029
24599167,22198444,22758643,22343138
24610949,22198519,22758670,22343830
24624521,22200206,22758727,22349608
24649770,22200351,22758732,22349626
24649888,22200360,22758791,22352926
24651903,22200555,22758812,22352950
24679360,22200556,22758858,22352960
24679435,22201876,22759070,22352967
24686619,22201974,22759441,22353000
24686668,22202268,22762374,22353002
24686877,22203681,22762414,22353012
24687181,22203687,22772445,22353017
24687203,22203717,22772500,22353018
24687487,22203783,22772508,22353020
24687705,22203913,22774508,22353039
24687730,22204104,22786403,22353080
24687947,22204221,22786468,22353094
24688104,22204261,22786484,22353125
24695305,22215058,22788129,22353145
24695428,22215164,22793099,22353179
24697357,22215250,22799916,22353207
24701281,22215368,22803214,22353209
24723317,22224737,22814019,22353228
24723333,22229859,22818223,22353249
24728128,22232757,22855028,22353253
24733997,22238541,22855422,22353260
24748945,22238563,22878385,22353273
24749486,22239233,22882162,22353290
24749504,22241098,22882316,22353291
24751192,22241818,22882808,22353298
24751357,22244645,22884039,22353348
24754727,22244716,22884289,22353365
24764818,22244968,22889575,22353380
24867081,22245396,22899525,22353434
24883967,22248357,22899592,22353466
24895109,22253573,22899788,22353472
24895128,22253791,22899856,22357913
24901788,22254244,22901301,22357928
24912539,22254337,22901488,22358119
24923458,22255031,22902621,22358394
24938127,22255060,22904902,22358462
25018197,22255106,22905282,22358483
25028612,22255223,22906379,22366614
25029315,22264733,22906669,22366615
25029373,22264741,22906870,22366931
25029472,22265588,22914108,22367284
25032801,22265632,22915926,22367510
25032813,22265636,22917331,22367607
25040937,22266276,22918840,22370026
25041390,22266350,22919380,22370746
25041667,22269443,22919554,22376067
25048958,22281456,22919649,22376070
25049438,22294565,22919684,22376072
25049557,22294740,22921536,22376074
25061982,22294986,22922434,22376076
25062144,22295164,22922692,22376086
25104529,22295165,22922793,22376129
25169059,22295243,22922855,22376135
25174053,22303192,22924305,22376144
25177464,22303535,22930410,22376145
25177547,22306690,22934723,22376146
25179653,22306785,22938237,22376157
25180688,22306807,22942893,22376161
25180856,22306808,22943068,22376165
25180914,22306816,22950385,22376170
25181766,22308851,22960786,22376180
25181879,22310201,22977803,22376197
25181948,22310543,22986085,22376250
25181963,22314404,22986571,22376251
25182088,22319284,22987076,22376265
25182538,22319429,22988700,22376266
25190597,22323144,23009323,22376327
25201364,22324020,23012501,22376333
25205229,22325521,23014571,22376418
25206817,22327363,23037185,22376419
25206823,22327407,23046229,22376430
25207041,22339941,23057565,22376431
25215525,22339960,23063779,22376460
25221635,22340029,23064885,22376491
25227872,22343138,23065083,22376500
25228082,22343830,23069838,22376522
25229587,22349608,23105160,22376557
25231535,22349626,23112694,22376558
25231637,22353642,23140296,22376559
25244983,22357913,23148813,22376565
25244988,22357928,23157814,22376571
25244995,22358119,23159099,22376572
25250526,22358394,23160800,22376580
25258371,22358462,23160821,22376586
25268441,22358483,23160983,22376591
25300875,22366347,23161018,22376597
25306158,22366560,23161464,22376603
25317937,22366614,23161569,22376604
25317938,22366615,23161632,22376605
25317941,22366654,23161683,22382814
25317966,22366931,23162772,22398939
25318143,22367284,23181726,22404103
25318146,22367510,23198422,22404328
25318251,22367607,23254843,22404389
25318609,22370026,23285182,22404503
25319602,22370746,23290146,22404675
25319663,22376135,23290478,22404712
25320101,22376266,23292673,22404762
25354906,22382814,23294814,22404859
25357264,22385262,23295013,22409755
25358633,22398939,23310769,22427814
25359682,22404103,23311693,22432072
25374506,22404156,23312806,22447381
25421417,22404328,23313032,22487881
25437629,22404503,23315548,22488632
25510893,22404675,23315779,22488793
25522727,22404712,23316340,22513804
25522742,22404762,23316582,22513887
25722318,22404859,23327931,22514169
25743779,22409755,23350653,22514173
25770044,22427814,23359394,22514449
25770933,22432072,23359576,22514452
25772262,22447381,23359617,22514799
25777694,22466293,23359943,22514885
25781953,22466373,23366287,22514894
25791036,22487881,23367763,22515214
25797857,22513766,23370333,22515221
25798015,22513804,23370460,22515224
25798078,22513887,23370471,22515325
25798126,22515325,23374818,22515418
25798753,22515823,23375667,22515508
25802391,22523701,23377183,22515739
25813711,22524402,23379623,22515823
25823445,22525430,23380684,22525430
25826538,22525485,23380863,22525485
25832830,22525601,23380962,22525601
25832838,22529011,23393462,22529543
25834673,22529543,23397911,22531638
25843883,22531638,23398334,22547880
25843939,22547880,23399623,22548070
25843983,22548070,23399831,22548330
25845961,22548330,23399918,22548370
25846027,22548370,23400121,22548752
25851489,22548752,23405683,22548773
25851640,22548773,23406724,22548872
25877255,22548872,23412151,22555731
25877822,22555731,23413777,22556904
25877883,22559834,23415599,22559834
25877922,22559846,23420459,22559846
25885243,22559848,23420480,22559848
25898157,22562758,23420656,22562758
25898546,22563404,23428088,22563404
25902787,22563968,23447782,22563968
25902907,22573382,23447953,22573382
25902924,22576092,23448170,22576092
25911270,22579995,23449057,22579995
25921188,22580414,23449191,22580176
25921193,22632469,23452588,22580414
25947477,22634750,23452657,22632318
25947839,22635263,23470636,22632469
25992178,22635920,23471071,22632536
25993177,22639389,23471121,22634695
26003466,22642679,23473196,22634750
26026326,22644293,23473327,22635169
26026488,22661106,23473386,22635263
26027014,22661255,23473544,22635920
26044738,22663289,23473573,22639389
26233712,22668906,23473602,22642679
26243639,22668991,23473958,22642832
26243841,22694840,23474241,22646606
26254399,22694853,23475843,22646786
26280682,22697877,23475896,22647050
26292872,22697904,23477138,22647152
26293139,22697977,23482996,22647995
26350936,22712955,23487076,22661106
26365201,22713267,23497733,22661255
26365217,22713367,23512967,22668906
26373268,22717780,23513335,22694840
26375328,22718079,23518470,22694853
26381829,22720405,23527204,22697904
26422709,22721160,23527725,22697977
26433713,22721355,23531983,22698282
26434512,22735067,23532012,22712955
26442030,22738896,23532229,22713267
26451271,22738903,23532997,22718079
26457939,22738943,23573153,22720405
26458014,22747370,23573342,22721160
26458475,22747378,23582415,22721355
26458716,22747509,23597165,22735067
26463976,22747936,23612604,22738896
26465579,22747951,23614355,22738903
26466187,22747981,23634600,22738943
26466246,22747988,23638681,22747370
26468692,22748052,23638781,22747378
26475102,22748098,23640450,22747509
26481573,22748182,23652746,22747936
26482015,22751714,23652869,22747951
26486176,22755392,23653026,22747981
26488073,22755426,23659094,22747988
26491133,22755481,23659788,22748052
26491863,22755491,23659843,22748098
26495842,22755704,23667303,22748182
26495857,22757324,23670437,22755392
26499019,22758566,23670991,22755426
26499095,22758614,23675728,22755481
26499371,22758643,23675742,22755491
26502276,22758670,23678388,22755704
26503508,22758727,23688180,22758614
26536184,22758732,23688384,22758643
26541361,22758758,23692101,22758670
26546161,22758759,23693783,22758727
26555351,22758791,23696660,22758732
26561318,22759070,23698788,22758758
26579132,22759441,23702301,22758759
26600982,22762374,23702328,22758791
26601766,22762414,23714152,22758812
26608125,22770552,23714350,22758858
26612056,22772445,23715349,22759070
26616509,22772500,23717746,22759441
26617602,22772508,23750410,22762374
26617820,22774508,23764261,22762414
26622801,22786403,23764487,22770552
26623078,22786468,23766225,22772445
26623190,22786484,23767363,22772500
26623410,22788129,23768167,22772508
26623534,22793099,23773328,22774508
26625394,22799916,23779191,22786403
26625445,22803214,23780080,22786468
26625461,22814019,23780312,22786484
26625493,22818223,23782655,22788129
26625625,22838730,23783378,22793099
26630322,22838971,23792115,22799916
26645319,22843396,23800336,22803214
26647630,22855028,23800551,22814019
26652894,22855422,23801315,22818223
26672089,22858124,23802093,22838971
26672108,22878385,23803131,22843396
26674786,22880890,23803208,22855028
26714296,22882162,23803488,22855422
26768999,22882316,23803540,22878385
26841963,22882808,23804869,22880890
26842427,22884039,23807581,22882162
26849664,22884289,23815962,22882316
26854823,22889575,23816522,22884039
26887326,22899343,23816708,22884289
26887558,22899440,23817057,22889575
26887717,22899525,23817120,22899525
26888059,22899592,23819667,22899592
26890084,22899788,23825326,22899788
26891983,22899856,23833396,22899856
26905174,22900886,23833433,22900886
26908431,22900890,23836403,22900890
26908682,22901488,23836945,22901187
26908709,22905256,23837315,22901301
26914415,22905282,23838262,22901316
26916293,22906379,23852754,22901488
26920405,22906669,23861971,22904845
26921376,22906870,23869793,22904848
26935243,22914108,23880557,22904902
26940237,22915926,23881297,22905193
26943490,22916912,23884055,22905216
26994868,22917062,23888222,22905226
27038873,22917331,23889857,22905256
27070270,22919380,23891985,22905282
27076707,22919495,23892477,22906379
27093117,22919554,23892547,22906493
27096623,22919684,23894840,22906669
27096626,22921536,23895276,22906870
27096638,22922434,23906127,22914108
27101201,22922692,23918276,22915926
27111169,22922793,23926670,22917331
27118877,22930410,23926811,22919380
27139067,22934723,23926897,22919495
27163450,22938237,23926909,22919554
27267682,22939433,23927171,22919649
27273415,22940854,23927243,22919684
27298906,22941354,23927272,22921536
27299096,22941355,23927332,22922434
27327463,22942893,23927437,22922692
27377838,22943068,23927543,22922793
27379550,22950385,23927602,22922855
27400905,22960786,23927846,22930410
27427254,22977803,23927921,22938237
27435500,22986085,23927930,22941354
27435689,22986571,23927942,22941355
27443962,22987076,23928398,22942893
27462082,22988700,23928590,22943068
27467133,23009323,23929104,22960786
27483979,23012501,23935446,22977803
27595108,23014571,23936138,22986085
27619364,23037185,23936272,22986571
27634266,23046229,23939441,22987076
27654734,23063779,23939728,22988700
27690147,23064885,23939756,23009323
27708053,23065083,23940905,23014571
27708064,23069838,23940920,23037185
27711078,23105160,23942577,23063779
27761433,23112694,23942582,23064885
27797460,23140107,23942588,23065083
27825703,23140296,23942672,23069838
27854945,23148813,23948130,23105160
27860031,23152717,23949886,23112694
27894331,23157814,23949991,23140107
27897992,23159099,23950043,23140296
27982484,23160648,23950064,23148813
27984147,23160800,23952020,23152717
27984600,23160821,23952146,23157814
27990632,23160983,23952185,23159099
28013784,23161018,23952373,23160648
28027390,23161079,23952887,23160800
28066768,23161346,23952916,23160821
28096744,23161393,23953352,23160983
28105592,23161464,23953842,23161018
28163132,23161569,23953869,23161346
28163607,23161632,23953965,23161393
28244315,23161683,23953988,23161464
28375905,23167127,23958473,23161569
28679331,23169774,23958496,23161632
28689072,23181726,23958514,23161683
28696651,23198422,23960031,23167127
28708866,23254843,23960415,23167151
28710186,23268549,23960814,23169774
28712124,23285182,23971817,23181726
28734312,23290146,23980940,23198422
28899910,23290478,23987188,23254843
29017797,23292673,23987295,23285182
29018013,23292861,23987317,23290146
29042339,23294814,23987381,23290478
29043213,23295013,23987389,23292673
29044704,23310769,23987413,23294814
29050623,23312806,23987446,23295013
29050987,23313032,23987495,23310769
29051123,23315548,23987589,23311693
29060745,23315779,23987624,23312806
29061594,23316340,23987640,23313032
29074127,23327931,23987650,23315548
29094160,23350653,23989067,23316340
29094509,23359394,23989072,23316582
29099091,23359576,23989163,23316749
29125083,23359617,23989202,23350653
29136983,23359943,23989223,23359394
29137148,23359998,23989247,23359576
29137222,23366287,23989253,23359617
29137287,23367763,23989265,23359718
29137511,23374818,23989284,23359943
29137584,23375667,23989290,23359998
29139873,23377183,23989353,23366287
29165838,23379623,23989374,23367763
29166865,23380684,23989381,23370333
29166905,23380863,23989394,23370460
29167335,23380962,23989410,23370471
29230813,23393462,23993392,23374818
29232107,23397911,23994133,23375667
29245750,23398334,23998589,23377183
29254469,23399623,23998678,23379623
29268434,23399831,23998744,23380538
29272015,23399918,23998812,23380684
29277888,23400121,23998840,23380962
29292643,23405683,23998969,23393462
29296498,23412151,24001379,23397911
29296507,23413777,24002141,23398334
29298000,23420459,24002350,23399623
29299939,23420480,24002423,23399831
29310254,23420656,24003699,23399918
29311966,23447782,24003719,23400121
29329904,23447953,24003829,23405683
29331877,23448170,24003856,23412151
29334013,23449057,24003916,23413777
29338707,23449064,24004021,23420459
29338808,23449068,24004658,23420480
29339321,23449070,24004699,23447782
29350264,23449191,24004706,23447953
29359899,23452588,24005057,23448170
29363199,23452657,24005096,23449191
29367462,23470636,24005240,23452588
29406603,23473196,24005351,23452657
29417117,23473327,24005384,23470636
29422865,23473386,24006371,23471071
29423092,23473544,24006388,23471121
29437650,23473573,24012767,23473196
29438777,23473602,24052831,23473327
29485839,23473958,24075568,23473386
29485895,23474241,24112865,23473544
29489484,23475843,24183081,23473573
29489872,23475896,24183251,23473602
29490054,23477138,24184929,23473958
29490397,23482996,24228072,23474241
29490424,23487076,24231745,23475843
29508530,23497733,24248136,23475896
29511412,23502179,24248668,23477138
29511861,23512967,24262705,23482996
29512083,23513335,24263413,23487076
29512165,23518470,24270269,23497733
29517283,23522346,24275164,23512967
29528223,23522389,24285611,23513335
29529295,23527204,24334619,23518470
29531715,23527725,24365499,23522346
29543694,23531983,24396798,23522389
29561024,23532012,24411375,23527204
29561332,23532229,24412467,23531983
29561922,23532997,24441333,23532012
29561955,23549717,24479155,23532229
29570094,23555593,24483190,23549717
29571641,23573153,24495324,23573153
29603889,23573342,24502342,23573342
29637047,23597165,24523361,23614355
29637970,23614355,24525590,23634600
29639005,23634600,24541002,23638568
29639032,23638568,24542362,23638681
29655444,23638681,24542940,23638781
29678496,23638781,24543321,23640450
29681372,23640450,24548085,23640537
29728907,23640537,24548814,23640540
29728979,23640540,24553746,23640588
29729607,23640588,24553985,23640784
29731378,23640746,24557311,23640791
29742508,23652746,24557381,23652746
29767343,23652869,24557603,23652869
29767537,23653026,24560691,23653026
29769423,23659094,24564632,23659094
29788961,23659788,24568160,23659788
29789374,23659843,24570543,23659843
29792256,23667303,24594381,23667303
29792683,23670437,24594391,23670437
29792752,23671868,24594679,23671868
29804947,23675728,24596299,23675728
29806090,23675742,24599167,23675742
29806785,23675826,24610949,23675826
29806995,23675828,24615302,23675828
29807930,23678388,24624521,23688180
29822224,23688180,24649770,23688384
29822281,23688384,24649888,23692101
29824845,23691884,24651903,23693783
29824936,23692101,24653189,23696660
29970958,23693783,24679360,23698788
29978931,23696660,24679435,23702301
30003011,23698788,24686619,23702328
30004712,23702301,24686668,23714152
30009162,23702328,24686877,23714350
30011663,23714152,24687181,23715349
30012721,23714350,24687203,23717746
30016476,23715349,24687487,23750410
30016770,23717746,24687705,23764261
30017682,23750410,24687730,23764487
30018102,23764261,24687947,23766101
30022172,23764487,24688104,23766225
30047003,23766101,24693914,23767275
30090837,23766225,24693947,23767363
30108663,23767275,24695305,23773328
30112286,23767363,24695428,23779191
30137076,23768167,24697357,23780080
30187145,23773328,24700846,23780312
30190407,23779191,24701281,23782655
30202108,23780080,24706748,23783378
30207129,23780312,24723317,23792115
30219849,23782655,24723333,23800551
30244606,23783378,24728128,23800790
30264528,23787053,24733997,23800791
30271288,23792115,24735458,23801315
30279934,23800551,24748945,23802093
30287296,23800790,24749486,23803131
30292490,23800791,24749504,23803208
30292670,23801315,24751192,23803488
30294009,23802093,24751357,23803540
30304618,23803131,24754727,23804869
30315454,23803208,24764818,23815962
30334722,23803488,24787578,23816522
30335398,23803540,24867081,23816708
30337122,23803622,24883967,23817057
30338727,23804869,24895109,23817089
30340570,23815962,24895128,23817120
30340922,23816522,24901788,23819667
30342014,23816708,24912539,23825326
30342172,23817057,24932719,23833396
30342598,23817089,24938127,23833433
30342748,23817120,24992998,23836403
